course_num,course_name,provider_id,univ_id,level,specialist_education,prof_year,duration,tuition_fee,regional
JS597,Bachelor of Science,104685155@student.swin.edu.au,5,Bachelor,Science,FALSE,6,60k-100k,FALSE
NZ541,Bachelor of Science,104685155@student.swin.edu.au,5,Bachelor,Science,FALSE,4,>100k,FALSE
XR144,Bachelor of IT,104685155@student.swin.edu.au,5,Bachelor,ICT,FALSE,6,<60k,FALSE
EZ872,Bachelor of Engineering,104685155@student.swin.edu.au,5,Bachelor,Engineering,FALSE,6,<60k,FALSE
GO543,Master of Business,104685155@student.swin.edu.au,5,Master,None,TRUE,4,>100k,TRUE
OF255,Master of Science,104685155@student.swin.edu.au,5,Master,Science,FALSE,2,<60k,FALSE
QG965,Master of IT,104685155@student.swin.edu.au,5,Master,None,TRUE,4,<60k,FALSE
DR091,Master of Business,104685155@student.swin.edu.au,5,Master,None,TRUE,2,60k-100k,FALSE
XD147,Master of Data Science,104685155@student.swin.edu.au,5,Master,None,TRUE,4,>100k,FALSE
MZ975,Doctorate in Engineering,104685155@student.swin.edu.au,5,Doctorate,Engineering,TRUE,4,<60k,FALSE
PE718,Doctorate in Data Science,104685155@student.swin.edu.au,5,Doctorate,Science,FALSE,4,60k-100k,TRUE
CJ187,Doctorate in Data Science,104685155@student.swin.edu.au,5,Doctorate,Science,FALSE,6,60k-100k,FALSE
BD653,Doctorate in Science,104685155@student.swin.edu.au,5,Doctorate,None,FALSE,6,60k-100k,TRUE
VG221,Doctorate in Business,104685155@student.swin.edu.au,5,Doctorate,None,TRUE,4,<60k,FALSE
MI239,Bachelor of IT,104685155@student.swin.edu.au,6,Bachelor,ICT,FALSE,6,>100k,FALSE
NG728,Bachelor of Business,104685155@student.swin.edu.au,6,Bachelor,None,FALSE,4,<60k,FALSE
JB191,Bachelor of Business,104685155@student.swin.edu.au,6,Bachelor,None,FALSE,4,>100k,FALSE
QJ364,Bachelor of Arts,104685155@student.swin.edu.au,6,Bachelor,None,FALSE,6,60k-100k,FALSE
WP198,Bachelor of IT,104685155@student.swin.edu.au,6,Bachelor,ICT,FALSE,4,<60k,FALSE
BF015,Master of Data Science,104685155@student.swin.edu.au,6,Master,Science,FALSE,4,60k-100k,TRUE
MC249,Master of Science,104685155@student.swin.edu.au,6,Master,Engineering,TRUE,4,<60k,TRUE
CK313,Master of Data Science,104685155@student.swin.edu.au,6,Master,None,FALSE,4,>100k,TRUE
BV139,Master of Data Science,104685155@student.swin.edu.au,6,Master,None,TRUE,4,>100k,FALSE
TK558,Master of Data Science,104685155@student.swin.edu.au,6,Master,None,FALSE,4,>100k,TRUE
VW146,Doctorate in Engineering,104685155@student.swin.edu.au,6,Doctorate,Engineering,TRUE,6,>100k,FALSE
XV814,Doctorate in Science,104685155@student.swin.edu.au,6,Doctorate,None,FALSE,6,>100k,TRUE
FW288,Doctorate in Business,104685155@student.swin.edu.au,6,Doctorate,None,TRUE,6,>100k,TRUE
SR162,Doctorate in Science,104685155@student.swin.edu.au,6,Doctorate,ICT,FALSE,6,60k-100k,TRUE
KM168,Doctorate in Data Science,104685155@student.swin.edu.au,6,Doctorate,Science,FALSE,4,60k-100k,TRUE
JC156,Bachelor of Science,104685155@student.swin.edu.au,7,Bachelor,None,FALSE,4,>100k,FALSE
NU260,Bachelor of Arts,104685155@student.swin.edu.au,7,Bachelor,None,FALSE,4,>100k,FALSE
EB544,Bachelor of Arts,104685155@student.swin.edu.au,7,Bachelor,None,FALSE,4,<60k,FALSE
LL998,Bachelor of Arts,104685155@student.swin.edu.au,7,Bachelor,None,FALSE,6,>100k,FALSE
SH621,Bachelor of Business,104685155@student.swin.edu.au,7,Bachelor,None,FALSE,6,>100k,FALSE
ZK059,Master of Science,104685155@student.swin.edu.au,7,Master,Technology,TRUE,4,>100k,TRUE
LK857,Master of Data Science,104685155@student.swin.edu.au,7,Master,None,TRUE,4,>100k,FALSE
AT519,Master of Business,104685155@student.swin.edu.au,7,Master,None,FALSE,2,<60k,FALSE
CU138,Master of IT,104685155@student.swin.edu.au,7,Master,None,TRUE,4,60k-100k,TRUE
XQ012,Master of Engineering,104685155@student.swin.edu.au,7,Master,Engineering,TRUE,2,>100k,FALSE
WY880,Doctorate in IT,104685155@student.swin.edu.au,7,Doctorate,ICT,TRUE,4,60k-100k,TRUE
NS594,Doctorate in Science,104685155@student.swin.edu.au,7,Doctorate,Mathematics,TRUE,4,<60k,TRUE
QO211,Doctorate in Business,104685155@student.swin.edu.au,7,Doctorate,None,FALSE,6,60k-100k,TRUE
XA920,Doctorate in Engineering,104685155@student.swin.edu.au,7,Doctorate,Engineering,TRUE,4,>100k,TRUE
OK284,Doctorate in Engineering,104685155@student.swin.edu.au,7,Doctorate,Engineering,TRUE,4,>100k,FALSE
RP737,Bachelor of Engineering,104685155@student.swin.edu.au,8,Bachelor,Engineering,FALSE,4,<60k,FALSE
FO852,Bachelor of Engineering,104685155@student.swin.edu.au,8,Bachelor,Engineering,FALSE,6,60k-100k,FALSE
SP522,Bachelor of Arts,104685155@student.swin.edu.au,8,Bachelor,None,FALSE,4,60k-100k,FALSE
VG624,Bachelor of IT,104685155@student.swin.edu.au,8,Bachelor,None,FALSE,6,<60k,FALSE
AM792,Bachelor of Engineering,104685155@student.swin.edu.au,8,Bachelor,Engineering,FALSE,4,>100k,FALSE
XD852,Master of Science,104685155@student.swin.edu.au,8,Master,Engineering,TRUE,2,60k-100k,FALSE
HT822,Master of Engineering,104685155@student.swin.edu.au,8,Master,Engineering,FALSE,4,60k-100k,TRUE
CB350,Master of Engineering,104685155@student.swin.edu.au,8,Master,Engineering,FALSE,2,>100k,TRUE
OR525,Master of Business,104685155@student.swin.edu.au,8,Master,None,FALSE,2,<60k,TRUE
SA879,Master of Data Science,104685155@student.swin.edu.au,8,Master,Science,TRUE,4,60k-100k,FALSE
UG691,Doctorate in IT,104685155@student.swin.edu.au,8,Doctorate,None,FALSE,4,<60k,TRUE
TE464,Doctorate in IT,104685155@student.swin.edu.au,8,Doctorate,None,TRUE,6,60k-100k,TRUE
LB333,Doctorate in Data Science,104685155@student.swin.edu.au,8,Doctorate,None,TRUE,4,60k-100k,FALSE
RM364,Doctorate in Business,104685155@student.swin.edu.au,8,Doctorate,None,TRUE,6,<60k,TRUE
LP505,Doctorate in Data Science,104685155@student.swin.edu.au,8,Doctorate,None,TRUE,4,<60k,TRUE
BD137,Bachelor of Arts,104685155@student.swin.edu.au,9,Bachelor,None,FALSE,6,>100k,FALSE
AP061,Bachelor of IT,104685155@student.swin.edu.au,9,Bachelor,ICT,FALSE,6,<60k,FALSE
AC478,Bachelor of Science,104685155@student.swin.edu.au,9,Bachelor,None,FALSE,6,<60k,FALSE
SA210,Bachelor of Arts,104685155@student.swin.edu.au,9,Bachelor,None,FALSE,6,60k-100k,FALSE
IC465,Bachelor of Arts,104685155@student.swin.edu.au,9,Bachelor,None,FALSE,4,60k-100k,FALSE
RU463,Master of Engineering,104685155@student.swin.edu.au,9,Master,Engineering,FALSE,2,60k-100k,TRUE
HX912,Master of IT,104685155@student.swin.edu.au,9,Master,ICT,TRUE,4,<60k,FALSE
AQ537,Master of Science,104685155@student.swin.edu.au,9,Master,Engineering,TRUE,2,<60k,FALSE
ZC509,Master of Science,104685155@student.swin.edu.au,9,Master,Technology,FALSE,4,<60k,TRUE
ZX455,Master of Science,104685155@student.swin.edu.au,9,Master,Mathematics,FALSE,4,60k-100k,TRUE
UO213,Doctorate in Science,104685155@student.swin.edu.au,9,Doctorate,Engineering,FALSE,4,<60k,TRUE
SY116,Doctorate in IT,104685155@student.swin.edu.au,9,Doctorate,ICT,FALSE,6,>100k,TRUE
VL620,Doctorate in IT,104685155@student.swin.edu.au,9,Doctorate,None,TRUE,6,>100k,TRUE
YE285,Doctorate in Engineering,104685155@student.swin.edu.au,9,Doctorate,Engineering,FALSE,4,<60k,FALSE
MU378,Doctorate in Engineering,104685155@student.swin.edu.au,9,Doctorate,Engineering,TRUE,6,<60k,FALSE
OR607,Bachelor of Engineering,104685155@student.swin.edu.au,10,Bachelor,Engineering,FALSE,4,60k-100k,FALSE
XS432,Bachelor of IT,104685155@student.swin.edu.au,10,Bachelor,None,FALSE,4,60k-100k,FALSE
EX553,Bachelor of Engineering,104685155@student.swin.edu.au,10,Bachelor,Engineering,FALSE,4,60k-100k,FALSE
QD897,Bachelor of Engineering,104685155@student.swin.edu.au,10,Bachelor,Engineering,FALSE,4,<60k,FALSE
SW916,Bachelor of Business,104685155@student.swin.edu.au,10,Bachelor,None,FALSE,6,60k-100k,FALSE
QK796,Master of Science,104685155@student.swin.edu.au,10,Master,None,TRUE,2,<60k,TRUE
QV091,Master of Business,104685155@student.swin.edu.au,10,Master,None,TRUE,4,<60k,FALSE
WB433,Master of Science,104685155@student.swin.edu.au,10,Master,Science,TRUE,4,<60k,TRUE
UX327,Master of Business,104685155@student.swin.edu.au,10,Master,None,FALSE,4,>100k,FALSE
YP220,Master of Engineering,104685155@student.swin.edu.au,10,Master,Engineering,TRUE,4,60k-100k,FALSE
IR960,Doctorate in IT,104685155@student.swin.edu.au,10,Doctorate,None,TRUE,4,>100k,FALSE
KT457,Doctorate in Science,104685155@student.swin.edu.au,10,Doctorate,None,FALSE,6,<60k,FALSE
MD975,Doctorate in Engineering,104685155@student.swin.edu.au,10,Doctorate,Engineering,TRUE,4,<60k,TRUE
TC359,Doctorate in IT,104685155@student.swin.edu.au,10,Doctorate,None,TRUE,6,60k-100k,TRUE
NV027,Doctorate in Science,104685155@student.swin.edu.au,10,Doctorate,Science,TRUE,6,60k-100k,TRUE
ET012,Bachelor of Business,104685155@student.swin.edu.au,11,Bachelor,None,FALSE,6,<60k,FALSE
YT702,Bachelor of Engineering,104685155@student.swin.edu.au,11,Bachelor,Engineering,FALSE,6,<60k,FALSE
NB632,Bachelor of IT,104685155@student.swin.edu.au,11,Bachelor,ICT,FALSE,6,60k-100k,FALSE
DC929,Bachelor of Business,104685155@student.swin.edu.au,11,Bachelor,None,FALSE,4,<60k,FALSE
QA314,Bachelor of IT,104685155@student.swin.edu.au,11,Bachelor,ICT,FALSE,4,>100k,FALSE
IP713,Master of Engineering,104685155@student.swin.edu.au,11,Master,Engineering,FALSE,4,<60k,FALSE
WJ662,Master of Business,104685155@student.swin.edu.au,11,Master,None,FALSE,2,<60k,FALSE
EJ687,Master of Data Science,104685155@student.swin.edu.au,11,Master,Science,FALSE,2,60k-100k,TRUE
WU477,Master of Business,104685155@student.swin.edu.au,11,Master,None,FALSE,2,<60k,TRUE
TK499,Master of Science,104685155@student.swin.edu.au,11,Master,ICT,TRUE,2,<60k,FALSE
IZ367,Doctorate in Science,104685155@student.swin.edu.au,11,Doctorate,Mathematics,FALSE,6,<60k,FALSE
YR016,Doctorate in Business,104685155@student.swin.edu.au,11,Doctorate,None,FALSE,6,60k-100k,FALSE
XE674,Doctorate in Data Science,104685155@student.swin.edu.au,11,Doctorate,Science,TRUE,4,>100k,FALSE
ZC158,Doctorate in Engineering,104685155@student.swin.edu.au,11,Doctorate,Engineering,FALSE,4,<60k,TRUE
LQ842,Doctorate in Business,104685155@student.swin.edu.au,11,Doctorate,None,TRUE,6,60k-100k,TRUE
BW142,Bachelor of IT,104685155@student.swin.edu.au,12,Bachelor,ICT,FALSE,6,<60k,FALSE
OU811,Bachelor of Business,104685155@student.swin.edu.au,12,Bachelor,None,FALSE,6,>100k,FALSE
RC076,Bachelor of IT,104685155@student.swin.edu.au,12,Bachelor,None,FALSE,6,60k-100k,FALSE
CQ638,Bachelor of Engineering,104685155@student.swin.edu.au,12,Bachelor,Engineering,FALSE,4,<60k,FALSE
MG475,Bachelor of IT,104685155@student.swin.edu.au,12,Bachelor,None,FALSE,4,60k-100k,FALSE
XF532,Master of Business,104685155@student.swin.edu.au,12,Master,None,FALSE,2,>100k,FALSE
MU868,Master of Business,104685155@student.swin.edu.au,12,Master,None,FALSE,4,60k-100k,TRUE
OO301,Master of IT,104685155@student.swin.edu.au,12,Master,None,TRUE,2,>100k,TRUE
BE408,Master of Data Science,104685155@student.swin.edu.au,12,Master,Science,FALSE,2,<60k,FALSE
DO059,Master of Data Science,104685155@student.swin.edu.au,12,Master,Science,FALSE,4,<60k,FALSE
AT368,Doctorate in Science,104685155@student.swin.edu.au,12,Doctorate,Engineering,FALSE,4,<60k,FALSE
VI297,Doctorate in Science,104685155@student.swin.edu.au,12,Doctorate,Technology,FALSE,4,60k-100k,FALSE
DS761,Doctorate in Engineering,104685155@student.swin.edu.au,12,Doctorate,Engineering,FALSE,6,<60k,FALSE
DG499,Doctorate in Engineering,104685155@student.swin.edu.au,12,Doctorate,Engineering,FALSE,4,60k-100k,TRUE
WU555,Doctorate in Data Science,104685155@student.swin.edu.au,12,Doctorate,None,TRUE,4,>100k,FALSE
OH243,Bachelor of Science,104685155@student.swin.edu.au,13,Bachelor,None,FALSE,4,<60k,FALSE
MZ999,Bachelor of Engineering,104685155@student.swin.edu.au,13,Bachelor,Engineering,FALSE,6,60k-100k,FALSE
JQ880,Bachelor of Engineering,104685155@student.swin.edu.au,13,Bachelor,Engineering,FALSE,4,>100k,FALSE
ME162,Bachelor of Science,104685155@student.swin.edu.au,13,Bachelor,Engineering,FALSE,4,60k-100k,FALSE
QF124,Bachelor of IT,104685155@student.swin.edu.au,13,Bachelor,ICT,FALSE,4,<60k,FALSE
EG418,Master of Engineering,104685155@student.swin.edu.au,13,Master,Engineering,FALSE,2,<60k,TRUE
SP791,Master of Engineering,104685155@student.swin.edu.au,13,Master,Engineering,FALSE,2,>100k,TRUE
FD555,Master of Data Science,104685155@student.swin.edu.au,13,Master,Science,TRUE,2,>100k,TRUE
GG488,Master of Engineering,104685155@student.swin.edu.au,13,Master,Engineering,FALSE,2,>100k,TRUE
EJ633,Master of Business,104685155@student.swin.edu.au,13,Master,None,TRUE,4,<60k,FALSE
HC046,Doctorate in Data Science,104685155@student.swin.edu.au,13,Doctorate,Science,FALSE,4,60k-100k,FALSE
EN672,Doctorate in Business,104685155@student.swin.edu.au,13,Doctorate,None,FALSE,6,<60k,TRUE
XV689,Doctorate in Engineering,104685155@student.swin.edu.au,13,Doctorate,Engineering,FALSE,4,>100k,FALSE
SU017,Doctorate in Science,104685155@student.swin.edu.au,13,Doctorate,Science,TRUE,4,<60k,TRUE
TI547,Doctorate in Business,104685155@student.swin.edu.au,13,Doctorate,None,TRUE,4,>100k,TRUE
QK656,Bachelor of Arts,104685155@student.swin.edu.au,14,Bachelor,None,FALSE,6,60k-100k,FALSE
SA493,Bachelor of Business,104685155@student.swin.edu.au,14,Bachelor,None,FALSE,4,60k-100k,FALSE
NA814,Bachelor of Business,104685155@student.swin.edu.au,14,Bachelor,None,FALSE,6,>100k,FALSE
PY994,Bachelor of IT,104685155@student.swin.edu.au,14,Bachelor,ICT,FALSE,6,60k-100k,FALSE
IR950,Bachelor of Science,104685155@student.swin.edu.au,14,Bachelor,Engineering,FALSE,4,<60k,FALSE
KQ235,Master of Business,104685155@student.swin.edu.au,14,Master,None,FALSE,2,>100k,TRUE
EB356,Master of Business,104685155@student.swin.edu.au,14,Master,None,FALSE,2,60k-100k,FALSE
UQ496,Master of Science,104685155@student.swin.edu.au,14,Master,Science,FALSE,4,60k-100k,FALSE
FI690,Master of Science,104685155@student.swin.edu.au,14,Master,Engineering,FALSE,2,>100k,FALSE
FP138,Master of Data Science,104685155@student.swin.edu.au,14,Master,None,TRUE,4,>100k,TRUE
OQ144,Doctorate in Science,104685155@student.swin.edu.au,14,Doctorate,Mathematics,FALSE,4,<60k,TRUE
LH276,Doctorate in IT,104685155@student.swin.edu.au,14,Doctorate,ICT,TRUE,4,60k-100k,TRUE
RQ698,Doctorate in Business,104685155@student.swin.edu.au,14,Doctorate,None,TRUE,4,<60k,TRUE
AR808,Doctorate in IT,104685155@student.swin.edu.au,14,Doctorate,ICT,TRUE,6,<60k,TRUE
KU905,Doctorate in Engineering,104685155@student.swin.edu.au,14,Doctorate,Engineering,FALSE,4,<60k,TRUE
WH355,Bachelor of Business,104685155@student.swin.edu.au,15,Bachelor,None,FALSE,4,>100k,FALSE
HE839,Bachelor of Arts,104685155@student.swin.edu.au,15,Bachelor,None,FALSE,4,60k-100k,FALSE
IJ202,Bachelor of Business,104685155@student.swin.edu.au,15,Bachelor,None,FALSE,6,<60k,FALSE
WL497,Bachelor of Science,104685155@student.swin.edu.au,15,Bachelor,Mathematics,FALSE,4,>100k,FALSE
OA096,Bachelor of IT,104685155@student.swin.edu.au,15,Bachelor,None,FALSE,4,>100k,FALSE
SI652,Master of Business,104685155@student.swin.edu.au,15,Master,None,FALSE,2,60k-100k,TRUE
EE625,Master of Data Science,104685155@student.swin.edu.au,15,Master,Science,TRUE,2,<60k,FALSE
RO403,Master of Business,104685155@student.swin.edu.au,15,Master,None,FALSE,2,>100k,FALSE
KW972,Master of Data Science,104685155@student.swin.edu.au,15,Master,None,TRUE,2,60k-100k,TRUE
FG435,Master of Data Science,104685155@student.swin.edu.au,15,Master,Science,FALSE,4,60k-100k,TRUE
OW693,Doctorate in IT,104685155@student.swin.edu.au,15,Doctorate,None,FALSE,6,60k-100k,TRUE
RG042,Doctorate in Business,104685155@student.swin.edu.au,15,Doctorate,None,TRUE,4,60k-100k,TRUE
WK356,Doctorate in Engineering,104685155@student.swin.edu.au,15,Doctorate,Engineering,FALSE,4,60k-100k,TRUE
LK193,Doctorate in Business,104685155@student.swin.edu.au,15,Doctorate,None,FALSE,6,<60k,TRUE
XV820,Doctorate in Business,104685155@student.swin.edu.au,15,Doctorate,None,FALSE,6,>100k,FALSE
GR183,Bachelor of Engineering,104685155@student.swin.edu.au,16,Bachelor,Engineering,FALSE,6,>100k,FALSE
DW242,Bachelor of Arts,104685155@student.swin.edu.au,16,Bachelor,None,FALSE,6,>100k,FALSE
QB831,Bachelor of Engineering,104685155@student.swin.edu.au,16,Bachelor,Engineering,FALSE,6,60k-100k,FALSE
IH348,Bachelor of Arts,104685155@student.swin.edu.au,16,Bachelor,None,FALSE,4,>100k,FALSE
GI561,Bachelor of Arts,104685155@student.swin.edu.au,16,Bachelor,None,FALSE,4,<60k,FALSE
OF955,Master of Data Science,104685155@student.swin.edu.au,16,Master,None,TRUE,2,>100k,FALSE
GM283,Master of Business,104685155@student.swin.edu.au,16,Master,None,FALSE,2,60k-100k,TRUE
ON941,Master of IT,104685155@student.swin.edu.au,16,Master,None,TRUE,2,<60k,FALSE
PH063,Master of IT,104685155@student.swin.edu.au,16,Master,None,FALSE,4,>100k,FALSE
XD949,Master of Business,104685155@student.swin.edu.au,16,Master,None,TRUE,2,60k-100k,TRUE
CC561,Doctorate in Science,104685155@student.swin.edu.au,16,Doctorate,None,TRUE,6,60k-100k,FALSE
PQ438,Doctorate in Science,104685155@student.swin.edu.au,16,Doctorate,Technology,TRUE,6,>100k,TRUE
IS239,Doctorate in IT,104685155@student.swin.edu.au,16,Doctorate,None,FALSE,6,60k-100k,TRUE
YK123,Doctorate in Business,104685155@student.swin.edu.au,16,Doctorate,None,FALSE,4,>100k,FALSE
VZ751,Doctorate in Science,104685155@student.swin.edu.au,16,Doctorate,None,FALSE,4,>100k,TRUE
OT123,Bachelor of Engineering,104685155@student.swin.edu.au,17,Bachelor,Engineering,FALSE,6,<60k,FALSE
ZP074,Bachelor of IT,104685155@student.swin.edu.au,17,Bachelor,ICT,FALSE,4,60k-100k,FALSE
DQ448,Bachelor of Arts,104685155@student.swin.edu.au,17,Bachelor,None,FALSE,4,>100k,FALSE
FV048,Bachelor of IT,104685155@student.swin.edu.au,17,Bachelor,ICT,FALSE,4,>100k,FALSE
KL886,Bachelor of Engineering,104685155@student.swin.edu.au,17,Bachelor,Engineering,FALSE,4,>100k,FALSE
XV087,Master of Engineering,104685155@student.swin.edu.au,17,Master,Engineering,TRUE,2,60k-100k,FALSE
NO026,Master of Engineering,104685155@student.swin.edu.au,17,Master,Engineering,FALSE,2,<60k,FALSE
QE525,Master of Business,104685155@student.swin.edu.au,17,Master,None,FALSE,2,<60k,FALSE
MY210,Master of Business,104685155@student.swin.edu.au,17,Master,None,TRUE,4,>100k,FALSE
DF866,Master of IT,104685155@student.swin.edu.au,17,Master,ICT,FALSE,2,>100k,FALSE
RD751,Doctorate in Engineering,104685155@student.swin.edu.au,17,Doctorate,Engineering,FALSE,4,60k-100k,FALSE
SL055,Doctorate in Business,104685155@student.swin.edu.au,17,Doctorate,None,TRUE,4,60k-100k,TRUE
VH708,Doctorate in IT,104685155@student.swin.edu.au,17,Doctorate,ICT,TRUE,6,<60k,FALSE
EO882,Doctorate in Data Science,104685155@student.swin.edu.au,17,Doctorate,Science,TRUE,4,<60k,TRUE
EJ284,Doctorate in IT,104685155@student.swin.edu.au,17,Doctorate,ICT,FALSE,4,60k-100k,FALSE
UW025,Bachelor of Engineering,104685155@student.swin.edu.au,18,Bachelor,Engineering,FALSE,4,60k-100k,FALSE
YR227,Bachelor of Business,104685155@student.swin.edu.au,18,Bachelor,None,FALSE,4,<60k,FALSE
UY894,Bachelor of IT,104685155@student.swin.edu.au,18,Bachelor,None,FALSE,4,60k-100k,FALSE
